,HHI,Top5Share,N_eff
2002-02-28,0.06689492731410242,0.4470365910033808,14.948816601661596
2002-03-31,0.0645804508307016,0.4378495559735422,15.484562079343663
2002-04-30,0.06740314587976487,0.4559156258537834,14.8361027804818
2002-05-31,0.05952406001598852,0.4029297047373415,16.799929301384918
2002-06-30,0.08580303062172023,0.5573957034659569,11.654599992029413
2002-07-31,0.09484120284500831,0.6283229580559934,10.543940502676069
2002-08-31,0.0872541379287902,0.568748643846881,11.460774511532271
2002-09-30,0.07582463957080164,0.5027028049423968,13.18832513626715
2002-10-31,0.06655970194669597,0.43202054798571243,15.02410573894765
2002-11-30,0.07503376915786773,0.5045306292249836,13.327332629339788
2002-12-31,0.05389392232923323,0.3401604139042607,18.55496792182035
2003-01-31,0.07132542401616082,0.46074260075043905,14.0202461295347
2003-02-28,0.07332967901339969,0.4611139941465428,13.637043192528742
2003-03-31,0.0862257412099049,0.5407601584195671,11.597464816981223
2003-04-30,0.0780721078700638,0.5085026884845545,12.808671717488531
2003-05-31,0.07080255579914903,0.466921439825757,14.123783932839595
2003-06-30,0.07339763391342914,0.4739260667193268,13.624417391703355
2003-07-31,0.07048023979671372,0.4667138232281397,14.188373973815947
2003-08-31,0.08659464321710104,0.5472264116688471,11.548058434664423
2003-09-30,0.08050461631215029,0.5012514552877217,12.421647922928779
2003-10-31,0.09494915470354837,0.6043273071049452,10.531952634251612
2003-11-30,0.0993296732767351,0.624465783807664,10.067485042601254
2003-12-31,0.0914144637292866,0.5888317922205959,10.93918794909069
2004-01-31,0.10029900423885639,0.6301915566470916,9.970188713125772
2004-02-29,0.08419527702596369,0.5417061193588625,11.877150777609835
2004-03-31,0.09322155259592538,0.5871724086360325,10.72713307334155
2004-04-30,0.07991447619143109,0.5093494609054586,12.513377396162248
2004-05-31,0.09168317557717506,0.5835630147519937,10.90712656607582
2004-06-30,0.07614544791703115,0.4901171508755734,13.132761410631009
2004-07-31,0.07824956227149532,0.5294448977802046,12.77962420454688
2004-08-31,0.07566738806486879,0.49524583332457683,13.21573303340022
2004-09-30,0.0931786924907568,0.5905962818408687,10.732067313556676
2004-10-31,0.08818258211759313,0.5376559943660163,11.340107944066338
2004-11-30,0.09295437910734992,0.5912929313077471,10.757965462231029
2004-12-31,0.07829553791566121,0.4996917405193542,12.77211992690037
2005-01-31,0.08939247569007168,0.5873309011302053,11.186623843678428
2005-02-28,0.09007116196209287,0.5812682305664252,11.102332624740175
2005-03-31,0.09110714442474613,0.5897934121385416,10.976087619846247
2005-04-30,0.08524704858066802,0.5350639887882278,11.730611401211325
2005-05-31,0.09197739676768929,0.571744439116476,10.872236387878393
2005-06-30,0.0997038106031641,0.6161254796565641,10.0297069284558
2005-07-31,0.08930289659290981,0.5589889352112037,11.197845066084842
2005-08-31,0.08613272423839208,0.5533460345650921,11.609989221196239
2005-09-30,0.08988120825184881,0.5800671467111452,11.125796141925257
2005-10-31,0.08332487982089598,0.5222980031738951,12.001217429289623
2005-11-30,0.07947985762158578,0.5324812798633252,12.581804118989915
2005-12-31,0.08290632690300112,0.5327260889751692,12.061805622747967
2006-01-31,0.07870492590664042,0.5106898232818353,12.705685044239765
2006-02-28,0.08239199279854627,0.5312760675799639,12.137101750227895
2006-03-31,0.0841453613541905,0.5291624802783403,11.884196394269798
2006-04-30,0.09407374241564914,0.5890692425042159,10.629958735793318
2006-05-31,0.08860003096003473,0.5583074168475364,11.286677771603433
2006-06-30,0.0800986013637304,0.5120582732786567,12.484612502270382
2006-07-31,0.0811249251252972,0.5200790875874806,12.32666777140938
2006-08-31,0.07671217767164429,0.49128270683791603,13.035739961396477
2006-09-30,0.07929703304404111,0.5021117815158899,12.610812304220838
2006-10-31,0.07395690414964759,0.4687052955719384,13.521388050215798
2006-11-30,0.08333154291463062,0.5236905858272001,12.000257825832586
2006-12-31,0.07639970330412266,0.4868136896924853,13.089056066347817
2007-01-31,0.07771024626777888,0.49196698179950527,12.868315930361831
2007-02-28,0.0914361042068239,0.5773068215187946,10.936598936215065
2007-03-31,0.07137160132059257,0.4588357371252527,14.011175054180462
2007-04-30,0.08268909997573647,0.5126163508356522,12.093492374368942
2007-05-31,0.0705598187287394,0.447615178566935,14.172372010257087
2007-06-30,0.08490531255067126,0.5296508537785957,11.77782602711936
2007-07-31,0.0738856040918769,0.4831487269948189,13.53443627200365
2007-08-31,0.07615774584834377,0.4860574257060951,13.130640736023667
2007-09-30,0.07919798879316395,0.5044698779659801,12.626583266042685
2007-10-31,0.08565103359446505,0.5408376760037176,11.675282340838233
2007-11-30,0.07877540461592511,0.49364410639261463,12.694317533189054
2007-12-31,0.09102747288629524,0.6055357663608993,10.985694409523218
2008-01-31,0.09374595958363849,0.6005228901349384,10.667126396074892
2008-02-29,0.0951317557709,0.5898294975463007,10.511737031409774
2008-03-31,0.09043963063941302,0.5626137977887831,11.05709955834568
2008-04-30,0.0984108160630377,0.5992076961418001,10.161484682328448
2008-05-31,0.08883947408494869,0.5679174641360222,11.25625753979358
2008-06-30,0.10170416292296043,0.6132116752488779,9.832439216450627
2008-07-31,0.10440954484723276,0.6198532731367833,9.577668415882417
2008-08-31,0.10373674815735409,0.6302361168523728,9.639785493209603
2008-09-30,0.09521183325317406,0.6045195291043048,10.502896182462312
2008-10-31,0.08412576772967945,0.5521804758313071,11.886964327187965
2008-11-30,0.08736729999043948,0.5726850580941454,11.44593000023383
2008-12-31,0.08124988727009555,0.5428879635799636,12.307709383961882
2009-01-31,0.09250298935035363,0.5611435600849161,10.810461445873015
2009-02-28,0.09895678020501211,0.6209229334560484,10.105421760169097
2009-03-31,0.08408518088209484,0.5274064775532161,11.892702013714057
2009-04-30,0.10460964015068384,0.6242962045127116,9.559348436334936
2009-05-31,0.09793745518458004,0.5807253936270381,10.210598163035046
2009-06-30,0.09656832910676648,0.5948455011454721,10.35536194164025
2009-07-31,0.11132086525309991,0.6944336776087532,8.983041927731993
2009-08-31,0.12000473736304397,0.7155604857553186,8.333004362775721
2009-09-30,0.1032231261888701,0.6196392243439925,9.68775154290787
2009-10-31,0.10947012158587073,0.6617739768570536,9.134912663959895
2009-11-30,0.11324220161501886,0.6721282932633432,8.8306301514662
2009-12-31,0.11288948526594565,0.6972563530409741,8.858220919726888
2010-01-31,0.11495847876774208,0.6532859144825908,8.698792909571843
2010-02-28,0.10458209687291509,0.6626982266557543,9.561866035399625
2010-03-31,0.11159713584762686,0.6800107134093716,8.96080345077481
2010-04-30,0.12197746023397446,0.7073662497676849,8.198235953444367
2010-05-31,0.1182109332266453,0.7066188929661507,8.459454406663928
2010-06-30,0.11346611548844668,0.6848887849487562,8.813203798290088
2010-07-31,0.11705200262530169,0.7214618380519582,8.543211372479691
2010-08-31,0.1165892837670571,0.7038953686804793,8.577117619128519
2010-09-30,0.11363218240169429,0.6802587638939452,8.800323806727219
2010-10-31,0.12334595936983583,0.7318915992239137,8.107278139542764
2010-11-30,0.11963823978036023,0.7049287846511392,8.358531535033164
2010-12-31,0.10953012227172651,0.6686719157212249,9.129908551723897
2011-01-31,0.10955464921817634,0.6680515329503951,9.127864560165913
2011-02-28,0.11180648233606928,0.6744087695294185,8.944025239915767
2011-03-31,0.112321343140214,0.6939377517926608,8.903027439332442
2011-04-30,0.10604022961516103,0.6525654831105201,9.430383201066038
2011-05-31,0.10827386131924466,0.648420424553011,9.235839452067824
2011-06-30,0.11047561702241795,0.6690876974018571,9.051771123369946
2011-07-31,0.0880498079232572,0.5658224399557902,11.35720819370309
2011-08-31,0.09871379203128,0.6178893806669141,10.130296683194222
2011-09-30,0.08940135913338837,0.5781481832974921,11.185512275132
2011-10-31,0.08936818085932066,0.5607328056922347,11.18966493873423
2011-11-30,0.0912688972246597,0.5558224249723752,10.95663506855447
2011-12-31,0.07529299823320691,0.4617259692213061,13.281447458137803
2012-01-31,0.08416394597375285,0.5205064861181344,11.881572191397222
2012-02-29,0.09592905981384357,0.5966624169549257,10.42436986186004
2012-03-31,0.10099052533203987,0.6110649575559085,9.901918984104382
2012-04-30,0.07004976690551057,0.4539308841408638,14.27556499008612
2012-05-31,0.10346581409278235,0.6412597845910917,9.665028094238508
2012-06-30,0.0983063370770767,0.6196546803263264,10.172284206011602
2012-07-31,0.09504687734642407,0.5806333122295015,10.521124185439879
2012-08-31,0.09473181644793034,0.5818644813756887,10.556115542761216
2012-09-30,0.1040442824940969,0.6234816055628528,9.61129219240602
2012-10-31,0.10030507181086928,0.6154308497430587,9.9695856046597
2012-11-30,0.08905422514898292,0.5466862458580227,11.22911347919825
2012-12-31,0.10006010880774979,0.612579589134665,9.993992730123322
2013-01-31,0.10466591405930614,0.6224196888402027,9.554208827081725
2013-02-28,0.09879503792569493,0.6029158810999895,10.121965849662544
2013-03-31,0.09679581170164112,0.615159150050854,10.331025510508175
2013-04-30,0.10929696423371514,0.6790589879421809,9.149384953287909
2013-05-31,0.11059795808281599,0.6916152714487283,9.041758250646886
2013-06-30,0.08583974616292246,0.5495938410983804,11.649615064122115
2013-07-31,0.08530118297221927,0.5382953865577877,11.723166844305995
2013-08-31,0.0894523423313601,0.5656606276047175,11.179137112985595
2013-09-30,0.10192345900932209,0.6271044787472677,9.811283974463016
2013-10-31,0.10515043327415496,0.6539711134057147,9.510184303213814
2013-11-30,0.10806847083052523,0.6619715724226783,9.253392708482167
2013-12-31,0.10423764568782545,0.6544251735682725,9.593463027693804
2014-01-31,0.09138988756593884,0.594642881281983,10.942129667010354
2014-02-28,0.07645355073327915,0.5083587154220738,13.07983723985123
2014-03-31,0.0791662201162108,0.5118380284855438,12.63165019792616
2014-04-30,0.08290863028508878,0.5186036744140399,12.061470519551584
2014-05-31,0.07564990910156938,0.4724184421844602,13.218786537567098
2014-06-30,0.08589968249553113,0.538250912775217,11.641486568381952
2014-07-31,0.08506095064637541,0.5348510088868228,11.756275851622071
2014-08-31,0.08497673526128104,0.5377395541469018,11.767926796967004
2014-09-30,0.09774675861858023,0.613945684806054,10.230518271220859
2014-10-31,0.09122654692377483,0.5616704511073995,10.961721491393938
2014-11-30,0.07469214004242339,0.4762794466150407,13.388289576815223
2014-12-31,0.08298839847231818,0.5155778084398479,12.049877072077281
2015-01-31,0.08262541410687592,0.5328229178820756,12.102813774784845
2015-02-28,0.07726587666588582,0.4929800223941292,12.942323871172963
2015-03-31,0.09047332399400533,0.5712985740193794,11.052981761411342
2015-04-30,0.07871057887071557,0.4865668418958347,12.70477252673404
2015-05-31,0.08446350131200435,0.5311354888984945,11.839433417589987
2015-06-30,0.07427339188450684,0.5011249408703757,13.463771811511902
2015-07-31,0.08180341121438149,0.5231954563693677,12.224429093541206
2015-08-31,0.08247923901431471,0.5309155459426831,12.124263171565449
2015-09-30,0.0833741493224332,0.526630774853267,11.99412537491322
2015-10-31,0.0784078911356548,0.49473916439466326,12.753818340425498
2015-11-30,0.07912531084136001,0.511771916434795,12.638180998807334
2015-12-31,0.07731973681742704,0.5119755977362006,12.93330837844511
2016-01-31,0.0827381123720081,0.5317603055848221,12.086328432340684
2016-02-29,0.062751979432878,0.42377518062670466,15.935752290804462
2016-03-31,0.07194284071763409,0.4633824823058349,13.89992374536425
2016-04-30,0.08005977543639278,0.4987811886093294,12.490667061569471
2016-05-31,0.09572111436206156,0.6070430093907763,10.447015861281526
2016-06-30,0.10347462517310439,0.6314475376638361,9.664205096921913
2016-07-31,0.09112582325728459,0.5936101436593245,10.973837758113863
2016-08-31,0.09321593095054907,0.615181982963954,10.727780002867735
2016-09-30,0.07966371836662844,0.504596101404272,12.552765807362883
2016-10-31,0.0861222479659243,0.5503683022219318,11.61140150911605
2016-11-30,0.09515151304606458,0.6006836443280725,10.509554372675943
2016-12-31,0.10054363002853593,0.6229491613576308,9.945930932831683
2017-01-31,0.09952851947531698,0.634308743519175,10.0473713993907
2017-02-28,0.10207444977926812,0.6423873156349642,9.796770907533272
2017-03-31,0.09740694213722186,0.6024900932503723,10.266208732753892
2017-04-30,0.10042040956385942,0.6128048767719031,9.95813504787669
2017-05-31,0.10026276858893532,0.6061050516759272,9.973792007478604
2017-06-30,0.09897032323523806,0.6066587940518432,10.104038941280868
2017-07-31,0.0997576977771806,0.62656560961146,10.024289075251176
2017-08-31,0.08909496448410299,0.5928197137115945,11.223978883547652
2017-09-30,0.09522191243843031,0.6097207250526107,10.501784456876894
2017-10-31,0.08527026807432743,0.5689528841848013,11.727417100745258
2017-11-30,0.08555541960666353,0.5532861603065365,11.688330261220697
2017-12-31,0.07660704134540039,0.5269944719450081,13.05363035091345
2018-01-31,0.07244660055878674,0.5021302200508799,13.803270164326769
2018-02-28,0.08749372497932471,0.5640689361601424,11.429391081889655
2018-03-31,0.08601367592472796,0.5455542805274486,11.626058173296967
2018-04-30,0.06793670158474915,0.45120404115988383,14.719584211084015
2018-05-31,0.07880085419531542,0.5262795803553824,12.690217767454714
2018-06-30,0.08174828566903035,0.5379412632636562,12.232672426289687
2018-07-31,0.08255564070003522,0.5270094290906955,12.113042688790777
2018-08-31,0.08623034621209845,0.5874400348033352,11.596845471782371
2018-09-30,0.0950474763672898,0.6037725943599666,10.52105787780964
2018-10-31,0.09921772623671339,0.614094571101079,10.078844153455025
2018-11-30,0.0691157626766692,0.46319684659578353,14.46847956634878
2018-12-31,0.07056986272172247,0.4407301769622423,14.170354899842888
2019-01-31,0.078833750006286,0.49754482139057044,12.6849223831197
2019-02-28,0.08662166294822578,0.53761292544007,11.54445627068722
2019-03-31,0.10632052897702263,0.6378285406032973,9.405521300746296
2019-04-30,0.09341931458554334,0.5852966975034372,10.704424501897922
2019-05-31,0.09569904211556529,0.625315205294405,10.449425384973123
2019-06-30,0.08658929089215078,0.5351176511964463,11.548772252281475
2019-07-31,0.0941580318166875,0.5984008993048863,10.620442894843638
2019-08-31,0.10037730470164727,0.6293405499715455,9.962411353565557
2019-09-30,0.0938764848697513,0.5869885928944255,10.652294889262711
2019-10-31,0.09326713441123805,0.5973009140365042,10.721890474202313
2019-11-30,0.07922462327942323,0.5132705851754402,12.622338341364218
2019-12-31,0.09691601587926321,0.5826146786780378,10.318212020248415
2020-01-31,0.0873039150605846,0.5491629970610195,11.454240045318121
2020-02-29,0.09260180857263482,0.5854395514521696,10.798925155069968
2020-03-31,0.10020791399598587,0.6081327708987115,9.97925173894008
2020-04-30,0.10896187398686474,0.6605682690668333,9.177522039686552
2020-05-31,0.11877130004939743,0.685213666540069,8.419542428045297
2020-06-30,0.1260926626580014,0.71346538430086,7.930675575566835
2020-07-31,0.11674819884050233,0.6981099784961087,8.565442635788909
2020-08-31,0.10831236804908852,0.6553665831370642,9.232555967632317
2020-09-30,0.1073527719681224,0.6459482854163151,9.315083175466977
2020-10-31,0.1177908763636917,0.714740955728588,8.489621869459524
2020-11-30,0.11295535799872775,0.6682409168323957,8.853055027378723
2020-12-31,0.11186799702880108,0.6641594020250817,8.93910704186957
2021-01-31,0.0849270995816742,0.534470659226725,11.77480456680735
2021-02-28,0.10304243315955088,0.6058226128161103,9.704739778918073
2021-03-31,0.10512322549619463,0.6602544361733376,9.512645709641008
2021-04-30,0.09658422446762936,0.6045290663946059,10.353657706649129
2021-05-31,0.11549040834575967,0.7192625923577126,8.658727718809004
2021-06-30,0.11084955999041005,0.6710487438805726,9.021235628598916
2021-07-31,0.10565419220327724,0.6331646106069097,9.464839767796564
2021-08-31,0.10992333407842309,0.6608873926776869,9.097249536541218
2021-09-30,0.11198247394161666,0.6674861765344648,8.929968813882084
2021-10-31,0.10973368954060529,0.6506519207657923,9.112971633291936
2021-11-30,0.09680103805518538,0.6224660557325599,10.330467731450454
2021-12-31,0.08910369802098014,0.5583090955837757,11.222878760481326
2022-01-31,0.09156763821870349,0.5794460377502775,10.920888858261948
2022-02-28,0.09511773502277718,0.5754733429285479,10.513286504988129
2022-03-31,0.10094778711154317,0.6232743162034391,9.906111155215724
2022-04-30,0.09906833368171325,0.6308451401972526,10.094042796892094
2022-05-31,0.09610974124767482,0.5789313286252253,10.404772575789167
2022-06-30,0.1011371866478037,0.6025292051117798,9.887559988022625
2022-07-31,0.09743709447118544,0.6100192298892333,10.263031809674136
2022-08-31,0.11291621884811781,0.6976983436164997,8.856123683570095
2022-09-30,0.09573969091966843,0.6003704783644188,10.444988806565737
2022-10-31,0.10182695717792278,0.6325449231515504,9.820582169146965
2022-11-30,0.09332591521862087,0.5738769767393659,10.715137351264623
2022-12-31,0.10992547601721132,0.6670860981383024,9.097072273250173
2023-01-31,0.09387112512341868,0.5879845761021532,10.652903101834912
2023-02-28,0.11396444627780179,0.6773512865970124,8.774666421511688
2023-03-31,0.1100713157003913,0.6752935377648918,9.085019050030716
2023-04-30,0.08452484678200825,0.5465717346150308,11.830840729933835
2023-05-31,0.10659508629973709,0.6224956542313619,9.381295467861229
2023-06-30,0.09965617690305605,0.6291932779918142,10.034500931866814
2023-07-31,0.1094682122920138,0.6724230473175157,9.135071990875606
2023-08-31,0.12381980193766745,0.7396022285897885,8.076252621558977
2023-09-30,0.1232369282103761,0.740098889775809,8.11445087541385
2023-10-31,0.12138145955771756,0.6955519444973816,8.23849048811688
2023-11-30,0.104917324675278,0.6206412404656921,9.531314328639501
2023-12-31,0.09717665582868248,0.5788324453757014,10.29053728462265
2024-01-31,0.10460748878060308,0.6563394582133619,9.559545035034105
2024-02-29,0.11874639903877066,0.7094453227098726,8.421307998346126
2024-03-31,0.12415898381617588,0.7038421973990796,8.054189630615488
2024-04-30,0.09474067745358915,0.5859325985175055,10.555128239291644
2024-05-31,0.09899216698040109,0.5926195539473181,10.10180937041195
2024-06-30,0.09981953242510372,0.609026426267444,10.018079384917144
2024-07-31,0.09313787036815357,0.5849166836322665,10.736771154925696
2024-08-31,0.10775296950680227,0.6645225416365507,9.280486696349204
2024-09-30,0.10044487037085724,0.600682526038719,9.955709996019237
2024-10-31,0.10526015765946789,0.6468224929794093,9.500270778950828
2024-11-30,0.10763823146000877,0.6735685286340813,9.290379323739945
2024-12-31,0.10113722165777432,0.6238994648440797,9.887556565314556
